VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,01/01/2020 12:35:48 AM,01/01/2020 12:56:11 AM,1,5.39,1,N,231,80,1,18.5,0.5,0.5,4.46,0,0.3,26.76,2.5
2,01/01/2020 12:18:25 AM,01/01/2020 12:22:04 AM,1,1.02,1,N,238,166,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2020 12:26:40 AM,01/01/2020 12:31:42 AM,2,1.73,1,N,151,143,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,01/01/2020 12:33:18 AM,01/01/2020 12:37:13 AM,1,1.05,1,N,143,238,1,5.5,0.5,0.5,0.7,0,0.3,10,2.5
2,01/01/2020 12:40:41 AM,01/01/2020 12:52:43 AM,2,1.85,1,N,238,75,1,10,0.5,0.5,0.7,0,0.3,12,0
1,01/01/2020 12:21:56 AM,01/01/2020 12:28:24 AM,1,1.9,1,N,162,236,1,7.5,3,0.5,3.5,0,0.3,14.8,2.5
1,01/01/2020 12:35:34 AM,01/01/2020 12:41:13 AM,4,1.2,1,N,237,229,2,6.5,3,0.5,0,0,0.3,10.3,2.5
1,01/01/2020 12:48:21 AM,01/01/2020 01:21:50 AM,4,3,1,N,229,48,2,20.5,3,0.5,0,0,0.3,24.3,2.5
2,01/01/2020 12:53:29 AM,01/01/2020 01:11:22 AM,1,8.88,1,N,132,95,1,26,0.5,0.5,4.02,0,0.3,31.32,0
2,01/01/2020 12:21:56 AM,01/01/2020 12:25:13 AM,1,0.68,1,N,263,236,1,4.5,0.5,0.5,1.88,0,0.3,10.18,2.5
2,01/01/2020 12:33:05 AM,01/01/2020 12:43:34 AM,1,1.78,1,N,263,238,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01/01/2020 12:46:46 AM,01/01/2020 12:49:17 AM,1,0.62,1,N,238,239,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5
2,01/01/2020 12:50:32 AM,01/01/2020 12:57:06 AM,1,1.6,1,N,239,236,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,01/01/2020 12:06:35 AM,01/01/2020 12:12:09 AM,1,1.53,1,N,237,229,1,7,0.5,0.5,10.8,0,0.3,21.6,2.5
2,01/01/2020 12:18:29 AM,01/01/2020 12:25:59 AM,1,1.3,1,N,229,164,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,01/01/2020 12:43:46 AM,01/01/2020 01:08:45 AM,1,2.51,1,N,163,90,2,16.5,0.5,0.5,0,0,0.3,20.3,2.5
1,01/01/2020 12:10:42 AM,01/01/2020 12:14:47 AM,1,0.8,1,N,262,236,2,5,3,0.5,0,0,0.3,8.8,2.5
1,01/01/2020 12:17:05 AM,01/01/2020 12:26:06 AM,0,1.8,1,N,236,239,2,8.5,3,0.5,0,0,0.3,12.3,2.5
1,01/01/2020 12:26:49 AM,01/01/2020 12:30:13 AM,1,0.3,1,N,239,239,1,4,3,0.5,1.56,0,0.3,9.36,2.5
1,01/01/2020 12:31:24 AM,01/01/2020 12:38:10 AM,0,1.2,1,N,239,236,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,01/01/2020 12:42:58 AM,01/01/2020 12:56:06 AM,1,2.7,1,N,237,137,2,11,3,0.5,0,0,0.3,14.8,2.5
2,01/01/2020 12:14:51 AM,01/01/2020 12:18:30 AM,1,0.72,1,N,239,238,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2020 12:22:37 AM,01/01/2020 12:32:57 AM,1,6.37,1,N,151,243,2,19,0.5,0.5,0,0,0.3,20.3,0
2,01/01/2020 12:55:30 AM,01/01/2020 01:07:21 AM,1,2.46,1,N,238,141,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01/01/2020 12:38:57 AM,01/01/2020 01:04:13 AM,1,6.84,1,N,157,107,2,23.5,0.5,0.5,0,0,0.3,27.3,2.5
2,01/01/2020 12:31:38 AM,01/01/2020 12:40:44 AM,1,1.61,1,N,116,41,2,8.5,0.5,0.5,0,0,0.3,9.8,0
2,01/01/2020 12:42:46 AM,01/01/2020 01:08:29 AM,1,6.77,1,N,41,79,1,24,0.5,0.5,8.34,0,0.3,36.14,2.5
1,01/01/2020 12:17:36 AM,01/01/2020 12:28:34 AM,2,3.2,1,N,262,166,1,11,3,0.5,3.7,0,0.3,18.5,2.5
1,01/01/2020 12:32:27 AM,01/01/2020 12:40:55 AM,3,1.3,1,N,166,238,1,8,3,0.5,2.36,0,0.3,14.16,2.5
1,01/01/2020 12:49:07 AM,01/01/2020 12:58:34 AM,1,1.7,1,N,238,263,2,8.5,3,0.5,0,0,0.3,12.3,2.5
1,01/01/2020 12:16:09 AM,01/01/2020 12:51:16 AM,1,1.6,1,Y,48,186,2,20,3,0.5,0,0,0.3,23.8,2.5
2,01/01/2020 12:25:47 AM,01/01/2020 12:52:59 AM,1,7.37,1,N,137,129,2,24.5,0.5,0.5,0,0,0.3,28.3,2.5
1,01/01/2020 12:10:12 AM,01/01/2020 12:17:50 AM,1,0.8,1,N,90,246,1,6.5,3,0.5,0.8,0,0.3,11.1,2.5
1,01/01/2020 12:32:02 AM,01/01/2020 01:02:05 AM,2,3,1,N,107,50,2,19,3,0.5,0,0,0.3,22.8,2.5
1,01/01/2020 12:42:21 AM,01/01/2020 12:47:25 AM,0,1.3,1,N,237,236,1,6,3,0.5,1.5,0,0.3,11.3,2.5
1,01/01/2020 12:50:58 AM,01/01/2020 12:52:11 AM,0,0.3,1,N,236,236,1,3,3,0.5,1.02,0,0.3,7.82,2.5
1,01/01/2020 12:28:12 AM,01/01/2020 12:52:45 AM,1,2.8,1,N,148,68,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
1,01/01/2020 12:03:28 AM,01/01/2020 12:07:29 AM,1,1.2,1,N,238,166,2,5.5,3,0.5,0,0,0.3,9.3,2.5
1,01/01/2020 12:17:53 AM,01/01/2020 12:22:47 AM,1,0.8,1,Y,238,239,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,01/01/2020 12:26:32 AM,01/01/2020 12:30:14 AM,1,0.6,1,N,239,239,1,5,3,0.5,0.88,0,0.3,9.68,2.5
1,01/01/2020 12:39:12 AM,01/01/2020 12:52:10 AM,1,6.2,1,N,239,243,1,19,3,0.5,15,0,0.3,37.8,2.5
2,01/01/2020 12:20:34 AM,01/01/2020 12:28:35 AM,1,1.21,1,N,236,140,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5
2,01/01/2020 12:42:43 AM,01/01/2020 01:06:32 AM,1,7.09,1,N,161,138,2,24,0.5,0.5,0,0,0.3,27.8,2.5
1,01/01/2020 12:16:28 AM,01/01/2020 12:20:32 AM,1,0.6,1,N,79,79,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,01/01/2020 12:28:36 AM,01/01/2020 12:46:21 AM,1,4.3,1,N,79,262,1,16,3,0.5,4.95,0,0.3,24.75,2.5
2,01/01/2020 12:25:37 AM,01/01/2020 12:29:50 AM,1,0.78,1,N,113,144,1,5,0.5,0.5,4,0,0.3,12.8,2.5
2,01/01/2020 12:33:58 AM,01/01/2020 12:42:32 AM,1,1.23,1,N,79,90,1,7.5,0.5,0.5,1.13,0,0.3,12.43,2.5
2,01/01/2020 12:20:46 AM,01/01/2020 12:31:33 AM,2,2.11,1,N,43,41,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,01/01/2020 12:32:57 AM,01/01/2020 12:37:43 AM,1,0.63,1,N,41,151,2,5,0.5,0.5,0,0,0.3,6.3,0
2,01/01/2020 12:38:30 AM,01/01/2020 01:08:56 AM,1,2.54,1,N,238,48,1,20,0.5,0.5,0,0,0.3,23.8,2.5
2,01/01/2020 12:07:24 AM,01/01/2020 12:11:12 AM,1,0.65,1,N,263,263,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2020 12:12:44 AM,01/01/2020 12:18:45 AM,1,1.41,1,N,263,140,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,01/01/2020 12:21:18 AM,01/01/2020 12:23:39 AM,1,0.87,1,N,141,263,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,01/01/2020 12:25:53 AM,01/01/2020 12:27:06 AM,1,0.5,1,N,263,263,1,3.5,0.5,0.5,1.46,0,0.3,8.76,2.5
2,01/01/2020 12:29:44 AM,01/01/2020 12:37:58 AM,1,4.17,1,N,75,107,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01/01/2020 12:49:46 AM,01/01/2020 01:06:13 AM,1,2.75,1,N,107,140,1,12.5,0.5,0.5,4.89,0,0.3,21.19,2.5
2,01/01/2020 12:17:30 AM,01/01/2020 12:38:29 AM,1,1.72,1,N,79,234,1,13.5,0.5,0.5,2.7,0,0.3,20,2.5
2,01/01/2020 12:55:25 AM,01/01/2020 01:27:07 AM,1,11.05,1,N,249,22,2,34.5,0.5,0.5,0,0,0.3,38.3,2.5
1,01/01/2020 12:13:26 AM,01/01/2020 12:22:28 AM,1,1.2,1,N,148,231,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
1,01/01/2020 12:27:41 AM,01/01/2020 12:40:37 AM,2,2,1,N,231,79,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5
1,01/01/2020 12:42:43 AM,01/01/2020 12:52:26 AM,2,1.4,1,N,79,234,1,8,3,0.5,2.36,0,0.3,14.16,2.5
1,01/01/2020 12:55:20 AM,01/01/2020 01:05:39 AM,2,1.7,1,N,234,144,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
1,01/01/2020 12:13:48 AM,01/01/2020 12:22:34 AM,2,0.9,1,N,79,137,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,01/01/2020 12:05:43 AM,01/01/2020 12:10:04 AM,1,0.7,1,N,143,48,2,5,3,0.5,0,0,0.3,8.8,2.5
1,01/01/2020 12:13:03 AM,01/01/2020 12:19:06 AM,1,0.6,1,N,48,50,2,5.5,3,0.5,0,0,0.3,9.3,2.5
1,01/01/2020 12:41:17 AM,01/01/2020 01:21:52 AM,1,2.5,1,N,48,233,1,23,3,0.5,4,0,0.3,30.8,2.5
1,01/01/2020 12:09:43 AM,01/01/2020 12:21:58 AM,2,3.6,1,N,162,7,1,13,3,0.5,1,0,0.3,17.8,2.5
1,01/01/2020 12:50:14 AM,01/01/2020 01:03:09 AM,2,1,1,N,162,170,1,9,3,0.5,2.55,0,0.3,15.35,2.5
2,01/01/2020 12:42:17 AM,01/01/2020 01:04:51 AM,1,2.92,1,N,68,79,2,15.5,0.5,0.5,0,0,0.3,19.3,2.5
2,01/01/2020 12:10:50 AM,01/01/2020 12:20:53 AM,4,1.32,1,N,164,162,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,01/01/2020 12:32:47 AM,01/01/2020 12:38:56 AM,2,0.74,1,N,170,229,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01/01/2020 12:40:06 AM,01/01/2020 12:54:25 AM,2,3.48,1,N,229,7,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5
2,01/01/2020 12:19:41 AM,01/01/2020 12:36:11 AM,1,1.46,1,N,170,161,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
2,01/01/2020 12:38:02 AM,01/01/2020 12:51:45 AM,1,3.11,1,N,161,75,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,01/01/2020 12:57:30 AM,01/01/2020 01:19:12 AM,1,6.54,1,N,263,211,1,22,0.5,0.5,0.06,0,0.3,25.86,2.5
2,01/01/2020 12:57:14 AM,01/01/2020 01:09:41 AM,1,4.62,1,N,88,170,2,15.5,0.5,0.5,0,0,0.3,19.3,2.5
1,01/01/2020 12:07:09 AM,01/01/2020 12:18:29 AM,1,1.1,1,N,211,234,1,8,3,0.5,2,0,0.3,13.8,2.5
2,01/01/2020 12:22:33 AM,01/01/2020 12:36:07 AM,1,2.21,1,N,237,137,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01/01/2020 12:42:54 AM,01/01/2020 12:53:17 AM,1,1.31,1,N,79,90,1,8,0.5,0.5,5.08,0,0.3,16.88,2.5
2,01/01/2020 12:55:53 AM,01/01/2020 01:05:59 AM,1,0.95,1,N,234,107,1,8,0.5,0.5,1.18,0,0.3,12.98,2.5
2,01/01/2020 12:12:42 AM,01/01/2020 12:19:03 AM,2,0.87,1,N,239,238,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01/01/2020 12:20:21 AM,01/01/2020 12:27:05 AM,2,0.99,1,N,238,142,1,6.5,0.5,0.5,1.5,0,0.3,11.8,2.5
2,01/01/2020 12:28:26 AM,01/01/2020 12:44:26 AM,2,2.74,1,N,43,137,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
1,01/01/2020 12:15:32 AM,01/01/2020 12:26:40 AM,1,1.7,1,N,239,141,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,01/01/2020 12:28:52 AM,01/01/2020 12:31:28 AM,1,0.5,1,N,262,262,1,4,3,0.5,1.55,0,0.3,9.35,2.5
1,01/01/2020 12:33:37 AM,01/01/2020 12:39:13 AM,4,1,1,N,262,236,1,6,3,0.5,1,0,0.3,10.8,2.5
1,01/01/2020 12:42:47 AM,01/01/2020 12:52:39 AM,2,2,1,N,43,24,1,9,3,0.5,2,0,0.3,14.8,2.5
1,01/01/2020 12:54:45 AM,01/01/2020 01:08:59 AM,1,2.3,1,N,166,116,1,11.5,0.5,0.5,2.55,0,0.3,15.35,0
2,01/01/2020 12:08:51 AM,01/01/2020 12:14:00 AM,1,0.7,1,N,164,170,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2020 12:27:01 AM,01/01/2020 12:49:04 AM,1,3.64,1,N,164,87,2,16,0.5,0.5,0,0,0.3,19.8,2.5
2,01/01/2020 12:49:54 AM,01/01/2020 01:04:04 AM,1,4.03,1,N,87,107,1,15,0.5,0.5,3.76,0,0.3,22.56,2.5
1,01/01/2020 12:23:10 AM,01/01/2020 12:29:58 AM,1,1.4,1,N,43,43,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,01/01/2020 12:43:02 AM,01/01/2020 12:59:51 AM,4,4.2,1,N,239,116,1,15,3,0.5,4.7,0,0.3,23.5,2.5
2,01/01/2020 12:37:22 AM,01/01/2020 01:10:21 AM,2,5.33,1,N,211,48,1,24.5,0.5,0.5,4,0,0.3,32.3,2.5
1,01/01/2020 12:44:35 AM,01/01/2020 01:16:02 AM,1,0,1,N,17,108,1,39.2,0,0.5,0,0,0.3,40,0
2,01/01/2020 12:22:42 AM,01/01/2020 12:29:21 AM,1,1.29,1,N,142,50,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,01/01/2020 12:38:34 AM,01/01/2020 12:56:55 AM,1,4.49,1,N,48,151,2,17,0.5,0.5,0,0,0.3,20.8,2.5
1,01/01/2020 12:02:57 AM,01/01/2020 12:35:52 AM,2,17.2,2,N,132,68,1,52,2.5,0.5,18.4,6.12,0.3,79.82,2.5
1,01/01/2020 12:23:27 AM,01/01/2020 12:31:55 AM,2,1.6,1,N,163,140,1,8,3,0.5,2.35,0,0.3,14.15,2.5
1,01/01/2020 12:34:30 AM,01/01/2020 12:49:49 AM,2,2.7,1,N,140,142,1,12.5,3,0.5,4.05,0,0.3,20.35,2.5
1,01/01/2020 12:53:01 AM,01/01/2020 12:58:47 AM,0,1,1,N,142,142,2,6,3,0.5,0,0,0.3,9.8,2.5
1,01/01/2020 12:59:41 AM,01/01/2020 01:21:32 AM,1,3.1,1,N,142,233,2,15.5,3,0.5,0,0,0.3,19.3,2.5
1,01/01/2020 12:06:36 AM,01/01/2020 12:10:32 AM,1,0.7,1,N,79,79,1,4.5,3,0.5,1.65,0,0.3,9.95,2.5
1,01/01/2020 12:23:16 AM,01/01/2020 01:01:30 AM,1,4.5,1,N,113,142,1,23.5,3,0.5,6.8,0,0.3,34.1,2.5
2,01/01/2020 12:07:15 AM,01/01/2020 12:13:01 AM,2,1.44,1,N,209,148,1,7,0.5,0.5,2,0,0.3,12.8,2.5
2,01/01/2020 12:14:46 AM,01/01/2020 12:22:00 AM,2,1.17,1,N,148,114,1,6.5,0.5,0.5,1.24,0,0.3,11.54,2.5
2,01/01/2020 12:23:40 AM,01/01/2020 12:29:20 AM,2,0.64,1,N,113,234,1,5.5,0.5,0.5,1.4,0,0.3,10.7,2.5
2,01/01/2020 12:31:22 AM,01/01/2020 12:51:34 AM,2,2.16,1,N,90,79,1,13.5,0.5,0.5,3,0,0.3,20.3,2.5
2,01/01/2020 12:53:28 AM,01/01/2020 01:13:20 AM,1,6.56,1,N,79,229,1,21,0.5,0.5,4.96,0,0.3,29.76,2.5
2,01/01/2020 12:10:11 AM,01/01/2020 12:16:01 AM,2,2.51,1,N,137,262,1,8.5,0.5,0.5,3.69,0,0.3,15.99,2.5
2,01/01/2020 12:28:14 AM,01/01/2020 12:31:26 AM,2,0.85,1,N,236,75,1,5,0.5,0.5,0.97,0,0.3,9.77,2.5
2,01/01/2020 12:35:34 AM,01/01/2020 12:40:23 AM,2,1.73,1,N,236,141,1,7,0.5,0.5,2,0,0.3,12.8,2.5
2,01/01/2020 12:44:55 AM,01/01/2020 01:04:09 AM,2,3.05,1,N,237,186,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
1,01/01/2020 12:08:26 AM,01/01/2020 12:41:34 AM,1,8.2,1,N,236,173,2,28,3,0.5,0,0,0.3,31.8,2.5
1,01/01/2020 12:47:49 AM,01/01/2020 12:54:00 AM,1,0.9,1,N,129,82,2,6,0.5,0.5,0,0,0.3,7.3,0
2,01/01/2020 12:36:31 AM,01/01/2020 12:37:23 AM,3,0.18,1,N,141,141,3,-3,-0.5,-0.5,0,0,-0.3,-6.8,-2.5
2,01/01/2020 12:36:31 AM,01/01/2020 12:37:23 AM,3,0.18,1,N,141,141,2,3,0.5,0.5,0,0,0.3,6.8,2.5
1,01/01/2020 12:14:12 AM,01/01/2020 12:17:00 AM,1,0.6,1,N,170,233,3,4,3,0.5,0,0,0.3,7.8,2.5
1,01/01/2020 12:19:03 AM,01/01/2020 12:30:45 AM,1,1.6,1,N,233,100,1,9.5,3,0.5,2,0,0.3,15.3,2.5
1,01/01/2020 12:39:21 AM,01/01/2020 01:06:54 AM,1,3.8,1,N,246,238,1,19.5,3,0.5,5.8,0,0.3,29.1,2.5
2,01/01/2020 12:06:22 AM,01/01/2020 12:22:44 AM,1,1.22,1,N,79,114,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,01/01/2020 12:26:15 AM,01/01/2020 12:28:42 AM,1,0.46,1,N,114,234,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01/01/2020 12:48:34 AM,01/01/2020 12:53:17 AM,1,0.83,1,N,234,114,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,01/01/2020 12:54:29 AM,01/01/2020 01:02:30 AM,1,1.51,1,N,79,90,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,01/01/2020 12:45:50 AM,01/01/2020 01:08:37 AM,2,2.63,1,N,229,143,1,15,0.5,0.5,3.38,0,0.3,22.18,2.5
2,01/01/2020 12:23:15 AM,01/01/2020 12:23:54 AM,2,0.09,1,N,114,114,3,-2.5,-0.5,-0.5,0,0,-0.3,-6.3,-2.5
2,01/01/2020 12:23:15 AM,01/01/2020 12:23:54 AM,2,0.09,1,N,114,114,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,01/01/2020 12:33:17 AM,01/01/2020 12:47:49 AM,2,1.7,1,N,114,4,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01/01/2020 12:52:30 AM,01/01/2020 01:04:20 AM,2,1.63,1,N,4,137,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
1,01/01/2020 12:10:41 AM,01/01/2020 12:44:01 AM,2,4.4,1,N,125,237,1,22,3,0.5,5.15,0,0.3,30.95,2.5
2,01/01/2020 12:12:21 AM,01/01/2020 12:38:02 AM,1,3,1,N,68,48,2,15.5,0.5,0.5,0,0,0.3,19.3,2.5
2,01/01/2020 12:39:09 AM,01/01/2020 12:44:52 AM,1,1.18,1,N,239,238,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2020 12:49:43 AM,01/01/2020 01:09:42 AM,3,5.82,1,N,151,137,2,20,0.5,0.5,0,0,0.3,23.8,2.5
2,01/01/2020 12:34:24 AM,01/01/2020 01:19:17 AM,5,4.22,1,N,246,236,1,27.5,0.5,0.5,6.26,0,0.3,37.56,2.5
1,01/01/2020 12:14:21 AM,01/01/2020 12:25:24 AM,2,3.6,1,N,138,92,2,13,0.5,0.5,0,0,0.3,14.3,0
1,01/01/2020 12:39:23 AM,01/01/2020 01:29:31 AM,2,22.8,1,N,138,260,1,66.5,0.5,0.5,2.22,0,0.3,70.02,0
2,01/01/2020 12:16:46 AM,01/01/2020 12:26:12 AM,1,1.91,1,N,48,238,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01/01/2020 12:27:01 AM,01/01/2020 12:30:16 AM,1,1.07,1,N,238,24,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2020 12:33:28 AM,01/01/2020 12:41:39 AM,1,2.71,1,N,24,142,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01/01/2020 12:43:37 AM,01/01/2020 12:50:52 AM,1,1.64,1,N,43,43,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01/01/2020 12:55:49 AM,01/01/2020 01:00:40 AM,1,1.05,1,N,239,238,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
1,01/01/2020 12:24:43 AM,01/01/2020 12:30:03 AM,1,1.6,1,N,236,229,1,6.5,3,0.5,2.06,0,0.3,12.36,2.5
1,01/01/2020 12:38:16 AM,01/01/2020 12:49:11 AM,3,1.6,1,N,236,239,1,9,3,0.5,3.8,0,0.3,16.6,2.5
1,01/01/2020 12:54:45 AM,01/01/2020 01:10:46 AM,1,3.3,1,N,239,229,1,13.5,3,0.5,3,0,0.3,20.3,2.5
2,01/01/2020 12:39:50 AM,01/01/2020 12:54:37 AM,1,2.17,1,N,107,125,1,11,0.5,0.5,1,0,0.3,15.8,2.5
1,01/01/2020 12:27:00 AM,01/01/2020 12:55:42 AM,2,3.7,1,N,249,142,1,18.5,3,0.5,5.55,0,0.3,27.85,2.5
1,01/01/2020 12:58:15 AM,01/01/2020 01:17:32 AM,1,4.4,1,N,143,244,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
1,01/01/2020 12:31:32 AM,01/01/2020 12:31:45 AM,1,0,2,N,236,43,3,52,2.5,0.5,0,0,0.3,55.3,2.5
1,01/01/2020 12:32:10 AM,01/01/2020 12:38:40 AM,2,1.6,1,N,43,142,1,7.5,3,0.5,1.2,0,0.3,12.5,2.5
1,01/01/2020 12:41:55 AM,01/01/2020 12:43:05 AM,1,0.4,1,N,143,239,2,3.5,3,0.5,0,0,0.3,7.3,2.5
1,01/01/2020 12:44:13 AM,01/01/2020 12:47:29 AM,0,1,1,N,239,238,1,5,3,0.5,0.88,0,0.3,9.68,2.5
1,01/01/2020 12:54:22 AM,01/01/2020 01:21:52 AM,2,5.1,1,N,239,224,1,21,3,0.5,4.95,0,0.3,29.75,2.5
2,01/01/2020 12:06:12 AM,01/01/2020 12:32:44 AM,1,4.8,1,N,229,24,1,20.5,0.5,0.5,7.29,0,0.3,31.59,2.5
2,01/01/2020 12:43:43 AM,01/01/2020 12:47:56 AM,1,0.67,1,N,238,238,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2020 12:49:45 AM,01/01/2020 12:54:12 AM,1,0.86,1,N,238,239,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01/01/2020 12:56:05 AM,01/01/2020 01:05:58 AM,1,2.26,1,N,239,75,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
1,01/01/2020 12:04:25 AM,01/01/2020 12:26:53 AM,1,17.1,2,N,132,170,1,52,2.5,0.5,12.25,6.12,0.3,73.67,2.5
1,01/01/2020 12:37:01 AM,01/01/2020 12:48:11 AM,1,2.7,1,N,229,238,1,11,3,0.5,3.7,0,0.3,18.5,2.5
1,01/01/2020 12:50:35 AM,01/01/2020 12:55:38 AM,3,0.6,1,N,238,43,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,01/01/2020 12:57:16 AM,01/01/2020 01:21:29 AM,2,4.9,1,N,43,249,1,20,3,0.5,4.75,0,0.3,28.55,2.5
1,01/01/2020 12:03:58 AM,01/01/2020 12:21:16 AM,1,2.3,1,N,249,170,1,12.5,3,0.5,3.25,0,0.3,19.55,2.5
1,01/01/2020 12:33:55 AM,01/01/2020 12:38:39 AM,1,0.5,1,N,107,170,2,5,3,0.5,0,0,0.3,8.8,2.5
1,01/01/2020 12:46:12 AM,01/01/2020 12:54:27 AM,1,0.7,1,N,234,170,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
2,01/01/2020 12:04:37 AM,01/01/2020 12:22:34 AM,5,3.37,1,N,79,161,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
2,01/01/2020 12:24:13 AM,01/01/2020 12:27:36 AM,6,0.43,1,N,161,162,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01/01/2020 12:42:03 AM,01/01/2020 01:01:42 AM,6,3.72,1,N,161,43,1,15.5,0.5,0.5,4.82,0,0.3,24.12,2.5
1,01/01/2020 12:19:21 AM,01/01/2020 12:26:34 AM,1,0.8,1,N,211,114,2,6.5,3,0.5,0,0,0.3,10.3,2.5
1,01/01/2020 12:28:09 AM,01/01/2020 12:36:56 AM,3,1.3,1,N,114,232,1,8,3,0.5,2.35,0,0.3,14.15,2.5
1,01/01/2020 12:43:13 AM,01/01/2020 12:52:56 AM,1,1.9,1,N,148,209,1,9,3,0.5,2.56,0,0.3,15.36,2.5
1,01/01/2020 12:55:11 AM,01/01/2020 01:05:05 AM,3,2.2,1,N,87,158,1,9.5,3,0.5,1,0,0.3,14.3,2.5
1,01/01/2020 12:07:53 AM,01/01/2020 12:10:12 AM,1,0.6,1,Y,262,140,2,4,3,0.5,0,0,0.3,7.8,2.5
1,01/01/2020 12:24:12 AM,01/01/2020 12:32:24 AM,0,1.9,1,N,229,107,1,8,3,0.5,2.35,0,0.3,14.15,2.5
1,01/01/2020 12:35:22 AM,01/01/2020 12:50:02 AM,0,3.9,1,N,137,263,1,14,3,0.5,3,0,0.3,20.8,2.5
2,01/01/2020 04:37:37 AM,01/01/2020 04:37:43 AM,4,0,5,N,265,265,2,70,0,0,0,0,0.3,70.3,0
1,01/01/2020 12:53:38 AM,01/01/2020 01:02:09 AM,1,1.6,1,N,263,229,1,8,3,0.5,2.35,0,0.3,14.15,2.5
2,01/01/2020 12:19:30 AM,01/01/2020 12:33:40 AM,1,1.72,1,N,114,170,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01/01/2020 12:41:01 AM,01/01/2020 12:50:36 AM,1,1.14,1,N,170,234,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,01/01/2020 12:52:05 AM,01/01/2020 01:32:00 AM,1,8.46,1,N,234,112,1,30,0.5,0.5,0,0,0.3,33.8,2.5
2,01/01/2020 12:54:46 AM,01/01/2020 01:06:33 AM,2,1.63,1,N,43,141,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01/01/2020 12:27:46 AM,01/01/2020 12:40:19 AM,1,2.35,1,N,170,224,1,10,0.5,0.5,3.45,0,0.3,17.25,2.5
