indice,toma,participante,clase_real,clase_predicha,confianza,frame,ruta,handedness
486,gestos_p1_20260914-163555,p1,rockandroll,ok,0.884518,74,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rockandroll\rockandroll_00074.jpg,Left
2885,gestos_p5_20260916-155908,p5,scissors,paper,0.8787902,85,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00085.jpg,Left
1414,gestos_p3_20260916-153029,p3,rockandroll,thumbsup,0.87628114,53,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00053.jpg,Right
545,gestos_p1_20260914-163555,p1,thumbsup,rock,0.8695975,74,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00074.jpg,Left
2679,gestos_p5_20260916-155908,p5,scissors,paper,0.8693364,61,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00061.jpg,Right
2668,gestos_p5_20260916-155908,p5,scissors,ok,0.86373544,50,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00050.jpg,Right
395,gestos_p1_20260914-163555,p1,thumbsup,rock,0.8585897,70,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\thumbsup\thumbsup_00070.jpg,Right
566,gestos_p1_20260914-163555,p1,thumbsup,rock,0.85251105,95,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00095.jpg,Right
2884,gestos_p5_20260916-155908,p5,scissors,paper,0.84705675,84,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00084.jpg,Left
9,gestos_p1_20260914-163555,p1,ok,paper,0.8352454,10,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\ok\ok_00010.jpg,Left
291,gestos_p1_20260914-163555,p1,scissors,rock,0.8316994,29,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00029.jpg,Right
2804,gestos_p5_20260916-155908,p5,paper,rock,0.82219934,87,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\paper\paper_00087.jpg,Left
112,gestos_p1_20260914-163555,p1,paper,ok,0.81266975,49,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00049.jpg,Left
1420,gestos_p3_20260916-153029,p3,rockandroll,scissors,0.7970309,59,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00059.jpg,Right
2835,gestos_p5_20260916-155908,p5,rock,paper,0.7925687,92,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00092.jpg,Left
2839,gestos_p5_20260916-155908,p5,rock,ok,0.78695565,98,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00098.jpg,Right
1697,gestos_p3_20260916-153029,p3,scissors,ok,0.7765309,82,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\test\scissors\scissors_00082.jpg,Left
140,gestos_p1_20260914-163555,p1,rock,thumbsup,0.77346045,12,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00012.jpg,Left
169,gestos_p1_20260914-163555,p1,rock,thumbsup,0.7616918,43,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00043.jpg,Right
989,gestos_p2_20260914-165026,p2,ok,scissors,0.7564135,79,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00079.jpg,Left
1410,gestos_p3_20260916-153029,p3,rockandroll,scissors,0.75531036,49,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00049.jpg,Left
542,gestos_p1_20260914-163555,p1,thumbsup,rock,0.7530973,71,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00071.jpg,Left
476,gestos_p1_20260914-163555,p1,rock,thumbsup,0.74972165,94,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00094.jpg,Left
2756,gestos_p5_20260916-155908,p5,thumbsup,rock,0.74713796,69,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\thumbsup\thumbsup_00069.jpg,Left
330,gestos_p1_20260914-163555,p1,thumbsup,rock,0.74366015,4,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\thumbsup\thumbsup_00004.jpg,Left
1465,gestos_p3_20260916-153029,p3,scissors,paper,0.7430795,34,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\scissors\scissors_00034.jpg,Right
273,gestos_p1_20260914-163555,p1,scissors,rockandroll,0.7413496,11,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00011.jpg,Right
2829,gestos_p5_20260916-155908,p5,rock,ok,0.739995,83,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00083.jpg,Right
829,gestos_p2_20260914-165026,p2,rockandroll,ok,0.7368549,55,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\rockandroll\rockandroll_00055.jpg,Left
570,gestos_p1_20260914-163555,p1,thumbsup,rock,0.7331843,99,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00099.jpg,Right
1807,gestos_p4_20260916-154654,p4,ok,paper,0.73212135,63,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00063.jpg,Right
179,gestos_p1_20260914-163555,p1,rock,thumbsup,0.7305344,53,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00053.jpg,Left
2897,gestos_p5_20260916-155908,p5,scissors,ok,0.69968694,97,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00097.jpg,Right
361,gestos_p1_20260914-163555,p1,thumbsup,rock,0.6953256,36,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\thumbsup\thumbsup_00036.jpg,Right
2833,gestos_p5_20260916-155908,p5,rock,ok,0.69238687,88,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00088.jpg,Right
447,gestos_p1_20260914-163555,p1,paper,ok,0.69013524,94,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\paper\paper_00094.jpg,Left
2889,gestos_p5_20260916-155908,p5,scissors,rock,0.68972045,89,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00089.jpg,Left
268,gestos_p1_20260914-163555,p1,scissors,thumbsup,0.6881534,6,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00006.jpg,Left
479,gestos_p1_20260914-163555,p1,rock,thumbsup,0.68553066,97,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00097.jpg,Left
429,gestos_p1_20260914-163555,p1,paper,ok,0.6836476,76,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\paper\paper_00076.jpg,Right
544,gestos_p1_20260914-163555,p1,thumbsup,rock,0.67690253,73,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00073.jpg,Left
2660,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.6745605,42,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00042.jpg,Right
732,gestos_p2_20260914-165026,p2,rock,scissors,0.6710537,25,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\rock\rock_00025.jpg,Right
477,gestos_p1_20260914-163555,p1,rock,thumbsup,0.66962695,95,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00095.jpg,Left
771,gestos_p2_20260914-165026,p2,rock,scissors,0.65609473,66,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\rock\rock_00066.jpg,Left
2825,gestos_p5_20260916-155908,p5,rock,scissors,0.65331703,79,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00079.jpg,Left
2682,gestos_p5_20260916-155908,p5,scissors,ok,0.61941904,65,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00065.jpg,Left
565,gestos_p1_20260914-163555,p1,thumbsup,rock,0.6177262,94,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00094.jpg,Right
2656,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.6167485,38,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00038.jpg,Right
2452,gestos_p5_20260916-155908,p5,paper,ok,0.61410564,40,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\paper\paper_00040.jpg,Right
2659,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.6135816,41,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00041.jpg,Right
2661,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.61135745,43,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00043.jpg,Right
394,gestos_p1_20260914-163555,p1,thumbsup,rock,0.60564965,69,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\thumbsup\thumbsup_00069.jpg,Right
1753,gestos_p4_20260916-154654,p4,ok,rockandroll,0.60221004,9,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00009.jpg,Left
2318,gestos_p4_20260916-154654,p4,thumbsup,rock,0.5924707,75,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\test\thumbsup\thumbsup_00075.jpg,Left
106,gestos_p1_20260914-163555,p1,paper,ok,0.575372,41,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00041.jpg,Left
543,gestos_p1_20260914-163555,p1,thumbsup,rock,0.570334,72,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00072.jpg,Right
467,gestos_p1_20260914-163555,p1,rock,thumbsup,0.54144454,85,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00085.jpg,Left
2154,gestos_p4_20260916-154654,p4,thumbsup,ok,0.5380956,60,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\thumbsup\thumbsup_00060.jpg,Left
2662,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.5367504,44,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00044.jpg,Right
2658,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.52806646,40,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00040.jpg,Right
111,gestos_p1_20260914-163555,p1,paper,ok,0.5237479,48,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00048.jpg,Left
92,gestos_p1_20260914-163555,p1,paper,ok,0.5235849,27,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00027.jpg,Left
478,gestos_p1_20260914-163555,p1,rock,thumbsup,0.52006626,96,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00096.jpg,Left
142,gestos_p1_20260914-163555,p1,rock,thumbsup,0.51983804,14,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00014.jpg,Left
2684,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.5156907,67,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00067.jpg,Right
1511,gestos_p3_20260916-153029,p3,thumbsup,rock,0.5080647,11,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\thumbsup\thumbsup_00011.jpg,Right
2670,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.5002004,52,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00052.jpg,Right
200,gestos_p1_20260914-163555,p1,rockandroll,scissors,0.4987246,7,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rockandroll\rockandroll_00007.jpg,Left
2663,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.4920358,45,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00045.jpg,Right
2888,gestos_p5_20260916-155908,p5,scissors,ok,0.48271158,88,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00088.jpg,Left
2314,gestos_p4_20260916-154654,p4,thumbsup,rock,0.473123,71,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\test\thumbsup\thumbsup_00071.jpg,Left
188,gestos_p1_20260914-163555,p1,rock,thumbsup,0.46968502,63,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00063.jpg,Right
2891,gestos_p5_20260916-155908,p5,scissors,ok,0.46834052,91,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00091.jpg,Left
990,gestos_p2_20260914-165026,p2,ok,scissors,0.46831903,80,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00080.jpg,Left
2657,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.45711446,39,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00039.jpg,Right
1401,gestos_p3_20260916-153029,p3,rockandroll,rock,0.4423843,39,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00039.jpg,Right
2171,gestos_p4_20260916-154654,p4,ok,scissors,0.4415147,77,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\test\ok\ok_00077.jpg,Left
