indice,toma,participante,clase_real,clase_predicha,confianza,frame,ruta,handedness
427,gestos_p1_20260914-163555,p1,paper,ok,0.96522695,74,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\paper\paper_00074.jpg,Right
1782,gestos_p4_20260916-154654,p4,ok,rock,0.96213394,38,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00038.jpg,Left
2351,gestos_p5_20260916-155908,p5,ok,scissors,0.96049976,9,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\ok\ok_00009.jpg,Right
157,gestos_p1_20260914-163555,p1,rock,thumbsup,0.9600809,31,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00031.jpg,Right
1492,gestos_p3_20260916-153029,p3,scissors,rock,0.95104545,61,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\scissors\scissors_00061.jpg,Right
1778,gestos_p4_20260916-154654,p4,ok,rock,0.9498083,34,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00034.jpg,Left
1779,gestos_p4_20260916-154654,p4,ok,rock,0.9456983,35,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00035.jpg,Left
1481,gestos_p3_20260916-153029,p3,scissors,thumbsup,0.94522315,50,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\scissors\scissors_00050.jpg,Left
9,gestos_p1_20260914-163555,p1,ok,paper,0.9399831,10,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\ok\ok_00010.jpg,Left
140,gestos_p1_20260914-163555,p1,rock,thumbsup,0.9387965,12,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00012.jpg,Left
268,gestos_p1_20260914-163555,p1,scissors,thumbsup,0.93738127,6,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00006.jpg,Left
1414,gestos_p3_20260916-153029,p3,rockandroll,thumbsup,0.93727297,53,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00053.jpg,Right
615,gestos_p2_20260914-165026,p2,ok,paper,0.9310438,48,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\ok\ok_00048.jpg,Left
1529,gestos_p3_20260916-153029,p3,thumbsup,paper,0.9286995,29,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\thumbsup\thumbsup_00029.jpg,Right
1776,gestos_p4_20260916-154654,p4,ok,rock,0.9216766,32,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00032.jpg,Left
169,gestos_p1_20260914-163555,p1,rock,thumbsup,0.9194092,43,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00043.jpg,Right
2668,gestos_p5_20260916-155908,p5,scissors,ok,0.9152928,50,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00050.jpg,Right
486,gestos_p1_20260914-163555,p1,rockandroll,ok,0.9144601,74,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rockandroll\rockandroll_00074.jpg,Left
292,gestos_p1_20260914-163555,p1,scissors,rock,0.9086659,30,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00030.jpg,Right
273,gestos_p1_20260914-163555,p1,scissors,rockandroll,0.90785044,11,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00011.jpg,Right
277,gestos_p1_20260914-163555,p1,scissors,thumbsup,0.902637,15,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00015.jpg,Right
476,gestos_p1_20260914-163555,p1,rock,thumbsup,0.900972,94,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00094.jpg,Left
2839,gestos_p5_20260916-155908,p5,rock,ok,0.8740721,98,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00098.jpg,Right
479,gestos_p1_20260914-163555,p1,rock,thumbsup,0.8718321,97,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00097.jpg,Left
179,gestos_p1_20260914-163555,p1,rock,thumbsup,0.87013817,53,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00053.jpg,Left
2452,gestos_p5_20260916-155908,p5,paper,ok,0.8693281,40,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\paper\paper_00040.jpg,Right
1400,gestos_p3_20260916-153029,p3,rockandroll,rock,0.8618647,37,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00037.jpg,Left
552,gestos_p1_20260914-163555,p1,thumbsup,rock,0.85566765,81,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00081.jpg,Left
2829,gestos_p5_20260916-155908,p5,rock,ok,0.8493468,83,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00083.jpg,Right
477,gestos_p1_20260914-163555,p1,rock,thumbsup,0.84355384,95,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00095.jpg,Left
91,gestos_p1_20260914-163555,p1,paper,ok,0.8434355,26,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00026.jpg,Left
631,gestos_p2_20260914-165026,p2,ok,scissors,0.8417905,64,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\ok\ok_00064.jpg,Right
2827,gestos_p5_20260916-155908,p5,rock,paper,0.832262,81,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00081.jpg,Right
2853,gestos_p5_20260916-155908,p5,rockandroll,paper,0.8310939,83,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rockandroll\rockandroll_00083.jpg,Right
291,gestos_p1_20260914-163555,p1,scissors,rock,0.8295861,29,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00029.jpg,Right
1578,gestos_p3_20260916-153029,p3,ok,paper,0.8040195,79,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\test\ok\ok_00079.jpg,Right
2891,gestos_p5_20260916-155908,p5,scissors,ok,0.7947573,91,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00091.jpg,Left
1738,gestos_p3_20260916-153029,p3,thumbsup,rock,0.79248595,94,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\test\thumbsup\thumbsup_00094.jpg,Right
2885,gestos_p5_20260916-155908,p5,scissors,paper,0.7920253,85,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00085.jpg,Left
2884,gestos_p5_20260916-155908,p5,scissors,paper,0.7747032,84,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00084.jpg,Left
574,gestos_p2_20260914-165026,p2,ok,scissors,0.7702254,3,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\ok\ok_00003.jpg,Right
2804,gestos_p5_20260916-155908,p5,paper,rock,0.77020043,87,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\paper\paper_00087.jpg,Left
2833,gestos_p5_20260916-155908,p5,rock,ok,0.76795685,88,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00088.jpg,Right
2682,gestos_p5_20260916-155908,p5,scissors,ok,0.7611736,65,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00065.jpg,Left
2679,gestos_p5_20260916-155908,p5,scissors,paper,0.750203,61,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00061.jpg,Right
1410,gestos_p3_20260916-153029,p3,rockandroll,scissors,0.74420047,49,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00049.jpg,Left
467,gestos_p1_20260914-163555,p1,rock,thumbsup,0.74308974,85,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00085.jpg,Left
2318,gestos_p4_20260916-154654,p4,thumbsup,rock,0.7423449,75,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\test\thumbsup\thumbsup_00075.jpg,Left
478,gestos_p1_20260914-163555,p1,rock,thumbsup,0.7417287,96,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00096.jpg,Left
1807,gestos_p4_20260916-154654,p4,ok,paper,0.7148076,63,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00063.jpg,Right
1697,gestos_p3_20260916-153029,p3,scissors,ok,0.6960421,82,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\test\scissors\scissors_00082.jpg,Left
2835,gestos_p5_20260916-155908,p5,rock,paper,0.6953901,92,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00092.jpg,Left
139,gestos_p1_20260914-163555,p1,rock,thumbsup,0.68366694,11,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00011.jpg,Right
613,gestos_p2_20260914-165026,p2,ok,scissors,0.6779794,46,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\ok\ok_00046.jpg,Left
142,gestos_p1_20260914-163555,p1,rock,thumbsup,0.6675923,14,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00014.jpg,Left
542,gestos_p1_20260914-163555,p1,thumbsup,rock,0.666633,71,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00071.jpg,Left
2660,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.66449136,42,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00042.jpg,Right
2656,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.6549651,38,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00038.jpg,Right
2897,gestos_p5_20260916-155908,p5,scissors,ok,0.6399461,97,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00097.jpg,Right
2314,gestos_p4_20260916-154654,p4,thumbsup,rock,0.6386008,71,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\test\thumbsup\thumbsup_00071.jpg,Left
566,gestos_p1_20260914-163555,p1,thumbsup,rock,0.6369004,95,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00095.jpg,Right
395,gestos_p1_20260914-163555,p1,thumbsup,rock,0.6165869,70,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\thumbsup\thumbsup_00070.jpg,Right
829,gestos_p2_20260914-165026,p2,rockandroll,rock,0.609758,55,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\rockandroll\rockandroll_00055.jpg,Left
570,gestos_p1_20260914-163555,p1,thumbsup,rock,0.60703516,99,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00099.jpg,Right
1753,gestos_p4_20260916-154654,p4,ok,rockandroll,0.6051388,9,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00009.jpg,Left
2659,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.59829426,41,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00041.jpg,Right
2661,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.5930104,43,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00043.jpg,Right
1401,gestos_p3_20260916-153029,p3,rockandroll,rock,0.59011304,39,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00039.jpg,Right
2838,gestos_p5_20260916-155908,p5,rock,paper,0.58726674,97,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00097.jpg,Right
447,gestos_p1_20260914-163555,p1,paper,ok,0.5683097,94,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\paper\paper_00094.jpg,Left
2171,gestos_p4_20260916-154654,p4,ok,scissors,0.5612011,77,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\test\ok\ok_00077.jpg,Left
461,gestos_p1_20260914-163555,p1,rock,thumbsup,0.5445452,78,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00078.jpg,Right
2658,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.54425424,40,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00040.jpg,Right
2825,gestos_p5_20260916-155908,p5,rock,scissors,0.54395854,79,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00079.jpg,Left
1871,gestos_p4_20260916-154654,p4,paper,scissors,0.540261,57,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\paper\paper_00057.jpg,Right
732,gestos_p2_20260914-165026,p2,rock,scissors,0.5351223,25,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\rock\rock_00025.jpg,Right
2670,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.53283095,52,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00052.jpg,Right
545,gestos_p1_20260914-163555,p1,thumbsup,rock,0.53102314,74,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00074.jpg,Left
361,gestos_p1_20260914-163555,p1,thumbsup,rock,0.5233591,36,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\thumbsup\thumbsup_00036.jpg,Right
156,gestos_p1_20260914-163555,p1,rock,thumbsup,0.5150277,30,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rock\rock_00030.jpg,Right
2154,gestos_p4_20260916-154654,p4,thumbsup,ok,0.5115264,60,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\thumbsup\thumbsup_00060.jpg,Left
2888,gestos_p5_20260916-155908,p5,scissors,paper,0.5023305,88,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00088.jpg,Left
2662,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.50032145,44,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00044.jpg,Right
771,gestos_p2_20260914-165026,p2,rock,scissors,0.49717224,66,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\rock\rock_00066.jpg,Left
2657,gestos_p5_20260916-155908,p5,scissors,thumbsup,0.49259847,39,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00039.jpg,Right
1420,gestos_p3_20260916-153029,p3,rockandroll,thumbsup,0.47978595,59,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00059.jpg,Right
200,gestos_p1_20260914-163555,p1,rockandroll,paper,0.46031922,7,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rockandroll\rockandroll_00007.jpg,Left
989,gestos_p2_20260914-165026,p2,ok,scissors,0.46027094,79,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\ok\ok_00079.jpg,Left
2889,gestos_p5_20260916-155908,p5,scissors,rock,0.4042572,89,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00089.jpg,Left
109,gestos_p1_20260914-163555,p1,paper,scissors,0.38388565,45,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00045.jpg,Right
112,gestos_p1_20260914-163555,p1,paper,ok,0.346768,49,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00049.jpg,Left
