indice,toma,participante,clase_real,clase_predicha,confianza,frame,ruta,handedness
1465,gestos_p3_20260916-153029,p3,scissors,paper,0.8879809,34,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\scissors\scissors_00034.jpg,Right
2804,gestos_p5_20260916-155908,p5,paper,rock,0.87880135,87,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\paper\paper_00087.jpg,Left
1943,gestos_p4_20260916-154654,p4,rock,paper,0.8757011,59,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\rock\rock_00059.jpg,Right
277,gestos_p1_20260914-163555,p1,scissors,thumbsup,0.8742111,15,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00015.jpg,Right
91,gestos_p1_20260914-163555,p1,paper,ok,0.8718054,26,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00026.jpg,Left
1776,gestos_p4_20260916-154654,p4,ok,rock,0.86842394,32,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00032.jpg,Left
1854,gestos_p4_20260916-154654,p4,paper,ok,0.8644455,40,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\paper\paper_00040.jpg,Left
2884,gestos_p5_20260916-155908,p5,scissors,paper,0.8566547,84,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00084.jpg,Left
1529,gestos_p3_20260916-153029,p3,thumbsup,paper,0.8447487,29,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\thumbsup\thumbsup_00029.jpg,Right
574,gestos_p2_20260914-165026,p2,ok,thumbsup,0.84011966,3,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\ok\ok_00003.jpg,Right
9,gestos_p1_20260914-163555,p1,ok,paper,0.8333565,10,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\ok\ok_00010.jpg,Left
2827,gestos_p5_20260916-155908,p5,rock,paper,0.8278053,81,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00081.jpg,Right
427,gestos_p1_20260914-163555,p1,paper,ok,0.825423,74,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\paper\paper_00074.jpg,Right
2828,gestos_p5_20260916-155908,p5,rock,ok,0.81944185,82,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00082.jpg,Left
2682,gestos_p5_20260916-155908,p5,scissors,ok,0.8171468,65,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00065.jpg,Left
268,gestos_p1_20260914-163555,p1,scissors,thumbsup,0.7995811,6,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00006.jpg,Left
1420,gestos_p3_20260916-153029,p3,rockandroll,thumbsup,0.79402965,59,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00059.jpg,Right
291,gestos_p1_20260914-163555,p1,scissors,rock,0.7888202,29,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\scissors\scissors_00029.jpg,Right
2190,gestos_p4_20260916-154654,p4,ok,paper,0.7726091,96,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\test\ok\ok_00096.jpg,Right
2890,gestos_p5_20260916-155908,p5,scissors,ok,0.7671714,90,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00090.jpg,Left
570,gestos_p1_20260914-163555,p1,thumbsup,rock,0.7587265,99,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00099.jpg,Right
2668,gestos_p5_20260916-155908,p5,scissors,ok,0.75554127,50,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00050.jpg,Right
486,gestos_p1_20260914-163555,p1,rockandroll,rock,0.752173,74,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rockandroll\rockandroll_00074.jpg,Left
2889,gestos_p5_20260916-155908,p5,scissors,rock,0.7448479,89,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00089.jpg,Left
2452,gestos_p5_20260916-155908,p5,paper,ok,0.7436398,40,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\paper\paper_00040.jpg,Right
565,gestos_p1_20260914-163555,p1,thumbsup,rock,0.7365896,94,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00094.jpg,Right
200,gestos_p1_20260914-163555,p1,rockandroll,scissors,0.7336829,7,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\rockandroll\rockandroll_00007.jpg,Left
2351,gestos_p5_20260916-155908,p5,ok,scissors,0.7026273,9,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\ok\ok_00009.jpg,Right
1400,gestos_p3_20260916-153029,p3,rockandroll,rock,0.7004717,37,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00037.jpg,Left
2499,gestos_p5_20260916-155908,p5,rock,thumbsup,0.6991172,17,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\rock\rock_00017.jpg,Left
1401,gestos_p3_20260916-153029,p3,rockandroll,rock,0.69266486,39,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00039.jpg,Right
545,gestos_p1_20260914-163555,p1,thumbsup,rock,0.683161,74,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00074.jpg,Left
1413,gestos_p3_20260916-153029,p3,rockandroll,thumbsup,0.66721153,52,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\train\rockandroll\rockandroll_00052.jpg,Left
1131,gestos_p2_20260914-165026,p2,thumbsup,rock,0.6589864,75,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\test\thumbsup\thumbsup_00075.jpg,Left
109,gestos_p1_20260914-163555,p1,paper,scissors,0.6529514,45,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00045.jpg,Right
2835,gestos_p5_20260916-155908,p5,rock,paper,0.64574087,92,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00092.jpg,Left
480,gestos_p1_20260914-163555,p1,rock,thumbsup,0.6405179,98,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\rock\rock_00098.jpg,Left
2679,gestos_p5_20260916-155908,p5,scissors,paper,0.63991874,61,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\scissors\scissors_00061.jpg,Right
2825,gestos_p5_20260916-155908,p5,rock,scissors,0.63555115,79,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00079.jpg,Left
543,gestos_p1_20260914-163555,p1,thumbsup,rock,0.6197381,72,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00072.jpg,Right
560,gestos_p1_20260914-163555,p1,thumbsup,rock,0.61421555,89,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00089.jpg,Left
829,gestos_p2_20260914-165026,p2,rockandroll,rock,0.6135177,55,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\rockandroll\rockandroll_00055.jpg,Left
27,gestos_p1_20260914-163555,p1,ok,paper,0.6096397,28,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\ok\ok_00028.jpg,Left
70,gestos_p1_20260914-163555,p1,paper,scissors,0.6050247,4,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00004.jpg,Left
2838,gestos_p5_20260916-155908,p5,rock,paper,0.5897526,97,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00097.jpg,Right
1697,gestos_p3_20260916-153029,p3,scissors,paper,0.5695358,82,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p3_20260916-153029\test\scissors\scissors_00082.jpg,Left
395,gestos_p1_20260914-163555,p1,thumbsup,rock,0.5643039,70,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\thumbsup\thumbsup_00070.jpg,Right
112,gestos_p1_20260914-163555,p1,paper,ok,0.5577776,49,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00049.jpg,Left
2318,gestos_p4_20260916-154654,p4,thumbsup,rock,0.542061,75,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\test\thumbsup\thumbsup_00075.jpg,Left
65,gestos_p1_20260914-163555,p1,ok,rockandroll,0.54125905,69,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\ok\ok_00069.jpg,Right
2512,gestos_p5_20260916-155908,p5,rock,thumbsup,0.5386967,30,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\rock\rock_00030.jpg,Left
2888,gestos_p5_20260916-155908,p5,scissors,ok,0.5370353,88,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00088.jpg,Left
2897,gestos_p5_20260916-155908,p5,scissors,ok,0.52916,97,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00097.jpg,Right
630,gestos_p2_20260914-165026,p2,ok,rockandroll,0.52879417,63,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\ok\ok_00063.jpg,Left
1753,gestos_p4_20260916-154654,p4,ok,rockandroll,0.51829153,9,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p4_20260916-154654\train\ok\ok_00009.jpg,Left
2707,gestos_p5_20260916-155908,p5,thumbsup,rock,0.5126429,20,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\train\thumbsup\thumbsup_00020.jpg,Right
2891,gestos_p5_20260916-155908,p5,scissors,paper,0.5107439,91,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\scissors\scissors_00091.jpg,Left
447,gestos_p1_20260914-163555,p1,paper,ok,0.5081095,94,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\paper\paper_00094.jpg,Left
2905,gestos_p5_20260916-155908,p5,thumbsup,rock,0.4850356,75,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\thumbsup\thumbsup_00075.jpg,Right
542,gestos_p1_20260914-163555,p1,thumbsup,rock,0.4683175,71,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00071.jpg,Left
405,gestos_p1_20260914-163555,p1,ok,rock,0.46550632,81,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\ok\ok_00081.jpg,Left
437,gestos_p1_20260914-163555,p1,paper,scissors,0.46354777,84,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\paper\paper_00084.jpg,Left
107,gestos_p1_20260914-163555,p1,paper,scissors,0.43991432,42,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00042.jpg,Left
106,gestos_p1_20260914-163555,p1,paper,ok,0.43949088,41,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00041.jpg,Left
412,gestos_p1_20260914-163555,p1,ok,rock,0.41281044,88,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\ok\ok_00088.jpg,Left
544,gestos_p1_20260914-163555,p1,thumbsup,rock,0.40983182,73,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\thumbsup\thumbsup_00073.jpg,Left
771,gestos_p2_20260914-165026,p2,rock,scissors,0.40976894,66,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p2_20260914-165026\train\rock\rock_00066.jpg,Left
108,gestos_p1_20260914-163555,p1,paper,scissors,0.3824176,44,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00044.jpg,Right
2829,gestos_p5_20260916-155908,p5,rock,ok,0.3591697,83,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p5_20260916-155908\test\rock\rock_00083.jpg,Right
115,gestos_p1_20260914-163555,p1,paper,scissors,0.35105953,53,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00053.jpg,Left
111,gestos_p1_20260914-163555,p1,paper,ok,0.33696976,48,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\train\paper\paper_00048.jpg,Left
424,gestos_p1_20260914-163555,p1,paper,ok,0.3166619,71,C:\Users\Javier\PIDS_HandPose\kit-grabacion\HAR_mediapipe\data\gestos_p1_20260914-163555\test\paper\paper_00071.jpg,Right
